Estimations_SA1_h8_R100_  1,Estimations_SA1_h8_R100_  2,Estimations_SA1_h8_R100_  3,Estimations_SA1_h8_R100_  4,Estimations_SA1_h8_R100_  5,Estimations_SA1_h8_R100_  6,Estimations_SA1_h8_R100_  7,Estimations_SA1_h8_R100_  8,Estimations_SA1_h8_R100_  9,Estimations_SA1_h8_R100_ 10,Estimations_SA1_h8_R100_ 11,Estimations_SA1_h8_R100_ 12,Estimations_SA1_h8_R100_ 13,Estimations_SA1_h8_R100_ 14,Estimations_SA1_h8_R100_ 15,Estimations_SA1_h8_R100_ 16,Estimations_SA1_h8_R100_ 17,Estimations_SA1_h8_R100_ 18,Estimations_SA1_h8_R100_ 19,Estimations_SA1_h8_R100_ 20,Estimations_SA1_h8_R100_ 21,Estimations_SA1_h8_R100_ 22,Estimations_SA1_h8_R100_ 23,Estimations_SA1_h8_R100_ 24,Estimations_SA1_h8_R100_ 25,Estimations_SA1_h8_R100_ 26,Estimations_SA1_h8_R100_ 27,Estimations_SA1_h8_R100_ 28,Estimations_SA1_h8_R100_ 29,Estimations_SA1_h8_R100_ 30,Estimations_SA1_h8_R100_ 31,Estimations_SA1_h8_R100_ 32,Estimations_SA1_h8_R100_ 33,Estimations_SA1_h8_R100_ 34,Estimations_SA1_h8_R100_ 35,Estimations_SA1_h8_R100_ 36,Estimations_SA1_h8_R100_ 37,Estimations_SA1_h8_R100_ 38,Estimations_SA1_h8_R100_ 39,Estimations_SA1_h8_R100_ 40,Estimations_SA1_h8_R100_ 41,Estimations_SA1_h8_R100_ 42,Estimations_SA1_h8_R100_ 43,Estimations_SA1_h8_R100_ 44,Estimations_SA1_h8_R100_ 45,Estimations_SA1_h8_R100_ 46,Estimations_SA1_h8_R100_ 47,Estimations_SA1_h8_R100_ 48,Estimations_SA1_h8_R100_ 49,Estimations_SA1_h8_R100_ 50,Estimations_SA1_h8_R100_ 51,Estimations_SA1_h8_R100_ 52,Estimations_SA1_h8_R100_ 53,Estimations_SA1_h8_R100_ 54,Estimations_SA1_h8_R100_ 55,Estimations_SA1_h8_R100_ 56,Estimations_SA1_h8_R100_ 57,Estimations_SA1_h8_R100_ 58,Estimations_SA1_h8_R100_ 59,Estimations_SA1_h8_R100_ 60,Estimations_SA1_h8_R100_ 61,Estimations_SA1_h8_R100_ 62,Estimations_SA1_h8_R100_ 63,Estimations_SA1_h8_R100_ 64,Estimations_SA1_h8_R100_ 65,Estimations_SA1_h8_R100_ 66,Estimations_SA1_h8_R100_ 67,Estimations_SA1_h8_R100_ 68,Estimations_SA1_h8_R100_ 69,Estimations_SA1_h8_R100_ 70,Estimations_SA1_h8_R100_ 71,Estimations_SA1_h8_R100_ 72,Estimations_SA1_h8_R100_ 73,Estimations_SA1_h8_R100_ 74,Estimations_SA1_h8_R100_ 75,Estimations_SA1_h8_R100_ 76,Estimations_SA1_h8_R100_ 77,Estimations_SA1_h8_R100_ 78,Estimations_SA1_h8_R100_ 79,Estimations_SA1_h8_R100_ 80,Estimations_SA1_h8_R100_ 81,Estimations_SA1_h8_R100_ 82,Estimations_SA1_h8_R100_ 83,Estimations_SA1_h8_R100_ 84,Estimations_SA1_h8_R100_ 85,Estimations_SA1_h8_R100_ 86,Estimations_SA1_h8_R100_ 87,Estimations_SA1_h8_R100_ 88,Estimations_SA1_h8_R100_ 89,Estimations_SA1_h8_R100_ 90,Estimations_SA1_h8_R100_ 91,Estimations_SA1_h8_R100_ 92,Estimations_SA1_h8_R100_ 93,Estimations_SA1_h8_R100_ 94,Estimations_SA1_h8_R100_ 95,Estimations_SA1_h8_R100_ 96,Estimations_SA1_h8_R100_ 97,Estimations_SA1_h8_R100_ 98,Estimations_SA1_h8_R100_ 99,Estimations_SA1_h8_R100_100,Estimations_SA1_h8_R100_101
30610,29959,31455,28492,30272,30050,27996,30760,30905,30933,30161,31580,28399,28815,33037,27837,33058,33768,31407,29817,30658,29673,30708,28491,28701,33408,30112,31093,30760,30007,28308,27899,28686,29058,30981,30154,27969,30542,35599,29272,30445,30429,30529,30889,31811,30417,31881,30300,31574,27887,33437,29977,31690,29216,29800,30878,29559,30949,29536,28650,31831,31816,28621,29308,30657,32427,30160,28368,29775,27248,35784,30966,27644,28274,32518,36059,28678,30873,28773,31009,32231,29711,32571,27494,30305,32242,30701,31954,31765,34421,30901,29629,29996,27827,27430,29629,30704,28801,30962,27706,30835
30643,30113,31507,28519,30293,30237,27998,30848,30914,31162,30196,31585,28421,28967,33140,27917,33137,33861,31444,29883,30759,29732,30713,28532,28742,33453,30142,31150,30868,30060,28367,27958,28839,29128,31077,30156,28029,30626,35651,29482,30472,30531,30645,30896,31859,30435,31891,30339,31656,27977,33461,30116,31748,29220,29881,30895,29612,30957,29551,28764,31934,31836,28654,29470,30697,32517,30308,28398,30128,27279,35957,31019,27687,28325,32526,36085,28703,30913,28791,31042,32233,29828,32611,27588,30314,32244,30841,31980,31790,34475,30914,29675,30009,27861,27454,29854,30913,28879,31015,27738,30876
30643,30176,31541,28522,30348,30283,28017,30944,30952,31282,30207,31665,28473,29115,33169,28039,33209,33924,31520,29893,30838,29806,30715,28540,28750,33477,30184,31179,30990,30080,28408,28017,28950,29137,31227,30175,28057,30697,35677,29659,30581,30590,30649,30942,31962,30479,31932,30344,31724,28063,33518,30211,31786,29221,30150,30967,29633,31016,29555,28806,32035,31880,28687,29529,30764,32603,30338,28465,30367,27391,36098,31078,27799,28330,32535,36117,28719,30931,28839,31077,32242,29896,32618,27672,30378,32321,30965,32031,31881,34524,30956,29694,30074,27876,27471,29988,31023,28938,31109,27791,30949
30673,30182,31556,28528,30353,30318,28151,30951,30970,31303,30269,31736,28538,29254,33202,28149,33259,33949,31580,29912,30877,29925,30729,28579,28754,33555,30210,31189,31056,30095,28410,28079,29048,29154,31373,30222,28102,30708,35720,29740,30633,30596,30673,30969,32106,30497,31968,30507,31803,28102,33528,30331,31786,29255,30417,31041,29690,31023,29587,28823,32105,31927,28746,29531,30814,32625,30438,28527,30465,27761,36233,31147,27941,28355,32567,36145,28766,30947,28873,31184,32265,29898,32644,27736,30411,32439,31033,32121,31940,34527,31025,29758,30212,27879,27483,30080,31030,29029,31289,27893,31012
30694,30224,31569,28560,30355,30354,28237,30992,30980,31340,30285,31854,28585,29333,33263,28213,33284,33995,31581,29928,30897,29953,30750,28636,28762,33643,30268,31274,31164,30181,28443,28096,29079,29183,31465,30302,28106,30723,35766,29884,30693,30620,30740,31048,32211,30506,31982,30566,31867,28121,33546,30397,31803,29346,30660,31120,29714,31067,29677,28839,32138,31929,28849,29535,30877,32718,30546,28587,30615,27977,36436,31154,28066,28371,32712,36289,28796,30980,29072,31250,32265,29920,32658,27741,30417,32548,31092,32165,31943,34584,31132,29803,30372,27954,27528,30101,31048,29058,31494,28031,31087
30767,30247,31591,28600,30358,30447,28278,31060,30995,31341,30308,31899,28681,29396,33265,28311,33324,34003,31693,29984,30932,29973,30802,28656,28771,33686,30301,31341,31304,30236,28479,28103,29092,29244,31508,30329,28108,30790,35833,29979,30768,30687,30792,31173,32286,30575,32004,30641,31922,28172,33617,30460,31815,29474,30899,31177,29758,31194,29777,28840,32166,31981,28951,29555,30909,32794,30571,28589,30662,28142,36626,31236,28104,28397,32897,36446,28941,31022,29206,31343,32270,29940,32666,27810,30480,32645,31266,32175,31978,34669,31223,29859,30450,28056,27549,30135,31059,29126,31614,28140,31188
30888,30249,31627,28683,30373,30564,28328,31089,31016,31360,30360,31908,28706,29450,33310,28357,33367,34020,31844,30086,30992,30017,30832,28742,28783,33739,30372,31390,31411,30335,28490,28165,29152,29335,31518,30356,28124,30827,35856,30029,30808,30747,30820,31241,32297,30636,32012,30667,31973,28229,33705,30542,31824,29576,31143,31178,29792,31296,29863,28870,32179,32044,29010,29602,30938,32846,30579,28611,30667,28231,36682,31283,28150,28402,33075,36741,29091,31078,29239,31439,32288,30014,32712,27858,30557,32747,31462,32186,32066,34783,31291,30179,30464,28185,27612,30173,31105,29238,31632,28262,31290
31156,30294,31638,28714,30402,30626,28378,31118,31054,31411,30468,31953,28721,29477,33603,28402,33392,34077,32037,30204,31051,30075,30844,28803,28810,33784,30425,31400,31468,30423,28553,28256,29205,29454,31532,30363,28141,30842,35862,30091,30813,30776,30832,31245,32337,30656,32031,30692,32047,28311,33800,30718,31855,29589,31348,31198,29847,31356,29916,28966,32216,32061,29094,29620,31036,32890,30581,28671,30685,28302,36727,31335,28185,28447,33282,36964,29188,31091,29245,31440,32335,30085,32772,27909,30578,32810,31656,32226,32150,34802,31334,30391,30469,28297,27672,30277,31160,29339,31711,28340,31315
31357,30314,31643,28821,30411,30659,28455,31278,31119,31469,30546,31993,28768,29509,33851,28482,33421,34153,32194,30322,31102,30110,30865,28862,28969,33800,30532,31412,31519,30494,28659,28371,29239,29593,31536,30373,28157,30882,35906,30136,30857,30780,30837,31345,32458,30670,32094,30763,32099,28369,33925,30900,31858,29592,31513,31235,29887,31365,29922,29121,32250,32085,29133,29645,31130,32898,30603,28710,30785,28413,36764,31398,28198,28493,33367,37116,29294,31142,29405,31513,32382,30141,32828,27915,30671,32893,31798,32254,32214,34822,31377,30767,30481,28384,27718,30406,31232,29376,31815,28377,31357
31443,30498,31645,28869,30608,30681,28508,31468,31211,31526,30715,32030,28809,29533,34053,28486,33433,34178,32474,30447,31194,30204,30886,28889,29111,33878,30615,31444,31562,30603,28767,28393,29240,29661,31562,30458,28208,30974,35916,30170,30859,30790,31129,31396,32537,30679,32145,30845,32217,28375,34063,31072,31884,29603,31619,31252,29916,31369,29973,29274,32287,32119,29204,29711,31300,32942,30650,28761,30903,28563,36920,31423,28235,28554,33370,37149,29455,31188,29542,31619,32414,30144,32845,27942,30843,32980,31826,32281,32403,34852,31485,31146,30487,28430,27817,30505,31352,29403,31846,28422,31390
31484,30651,31658,28909,30622,30697,28543,31616,31273,31620,30874,32032,28863,29592,34173,28505,33505,34189,32667,30549,31289,30275,30955,28916,29178,33945,30741,31544,31647,30646,28941,28412,29558,29664,31581,30516,28260,31088,35952,30176,30882,30918,31280,31406,32642,30704,32152,30874,32286,28395,34171,31121,31989,29656,31712,31257,29989,31396,29974,29424,32381,32122,29267,29805,31378,32989,30727,28799,30996,28763,37036,31447,28294,28615,33371,37154,29644,31198,29593,31699,32441,30202,32870,27948,31054,33067,31845,32330,32612,34860,31499,31369,30520,28435,27908,30596,31458,29512,31938,28461,31536
31546,30754,31708,28979,30628,30698,28593,31680,31384,31789,31010,32074,28983,29614,34273,28557,33584,34194,32802,30631,31344,30391,31041,28956,29181,34010,30828,31614,31686,30684,29060,28423,29820,29694,31624,30573,28326,31209,35996,30210,30889,30962,31315,31468,32661,30796,32169,30925,32321,28421,34232,31122,32125,29717,31816,31297,30067,31412,29998,29520,32446,32183,29293,29882,31424,33011,30787,28849,31038,28955,37136,31515,28369,28668,33427,37180,29837,31271,29620,31745,32530,30211,32917,27989,31218,33088,31851,32401,32662,34943,31537,31531,30735,28479,27989,30631,31547,29606,31944,28479,31662
31866,30816,31762,29186,30699,30758,28634,31688,31406,31854,31119,32097,29040,29681,34382,28622,33669,34263,32823,30686,31388,30493,31128,29364,29233,34055,30869,31641,31693,30702,29106,28470,30017,29735,31650,30613,28379,31289,36000,30236,30938,30966,31327,31559,32674,30867,32215,31046,32398,28438,34259,31163,32279,29724,31949,31304,30143,31444,30079,29608,32469,32223,29309,29914,31449,33024,30846,28875,31038,29149,37211,31551,28480,28728,33525,37227,30014,31356,29633,31802,32539,30235,32957,27994,31330,33097,31924,32413,32692,35038,31564,31583,30961,28501,28071,30684,31625,29701,31963,28503,31747
32046,30880,31861,29353,30807,30819,28689,31862,31425,31912,31230,32130,29056,29739,34493,28721,33707,34366,32836,30731,31455,30606,31161,29621,29310,34098,30912,31649,31756,30722,29128,28521,30179,29739,31708,30649,28400,31311,36017,30265,31008,31003,31347,31671,32911,30897,32267,31191,32485,28522,34275,31218,32384,29732,32131,31310,30166,31465,30187,29710,32475,32252,29353,29922,31451,33028,30862,28892,31053,29264,37321,31606,28580,28755,33624,37269,30152,31370,29675,31870,32610,30257,33002,27996,31382,33113,31937,32436,32732,35105,31590,31619,31105,28516,28121,30729,31659,29759,31972,28506,31776
32115,30944,31946,29511,31037,30938,28717,32055,31470,31944,31355,32265,29123,29765,34602,28833,33778,34417,32898,30757,31498,30692,31185,29758,29370,34107,30915,31836,31863,30733,29133,28553,30267,29761,31759,30699,28729,31316,36062,30272,31063,31358,31432,31759,33149,30919,32276,31262,32555,28608,34281,31323,32392,29732,32236,31373,30456,31526,30285,29814,32539,32300,29421,29950,31458,33065,30881,28899,31114,29332,37434,31690,28634,28760,33737,37316,30279,31459,29704,31892,32883,30367,33068,28010,31401,33163,32048,32452,32832,35138,31612,31669,31254,28555,28136,30795,31700,29764,31981,28534,31814
32135,31011,31997,29659,31045,31018,28820,32200,31564,32006,31414,32360,29197,29780,34894,28937,33833,34420,33016,30890,31578,30780,31215,29855,29430,34109,30933,31861,31930,30746,29142,28558,30287,29784,31819,30775,28988,31338,36112,30276,31074,31680,31531,31843,33270,30952,32320,31282,32659,28658,34288,31402,32394,29754,32423,31433,30593,31528,30335,30054,32565,32380,29472,29991,31486,33121,30928,28979,31222,29389,37483,31770,28639,28795,33810,37419,30362,31463,29758,31907,33074,30471,33130,28041,31448,33253,32166,32491,32848,35184,31637,31714,31366,28613,28140,30923,31786,29780,32047,28608,31876
32320,31121,32044,29743,31129,31069,28898,32301,31684,32051,31445,32479,29285,29802,35095,28987,33862,34562,33133,31191,31642,30810,31225,29967,29456,34148,30938,31898,31931,30975,29143,28609,30312,29857,31830,30839,29133,31382,36125,30290,31129,31866,31657,31902,33315,30952,32330,31283,32760,28679,34290,31492,32397,29777,32642,31450,30661,31550,30343,30224,32597,32421,29498,30043,31489,33183,30951,29085,31316,29444,37498,31816,28643,28861,33899,37482,30421,31528,29793,31916,33107,30583,33147,28053,31531,33353,32231,32524,32902,35279,31642,31762,31423,28633,28196,30981,31861,29843,32048,28714,31946
32416,31145,32054,29810,31247,31095,29016,32356,31790,32101,31467,32608,29350,29811,35155,29017,33892,34673,33216,31404,31662,30854,31253,30058,29494,34195,30951,31936,31938,31176,29164,28628,30330,29888,31842,30881,29192,31474,36139,30298,31201,31968,31782,31913,33331,31025,32339,31291,32804,28684,34327,31616,32415,29880,32674,31455,30709,31562,30350,30349,32632,32428,29505,30159,31517,33243,31021,29219,31371,29534,37499,31830,28653,28937,34016,37552,30621,31583,29821,31935,33117,30639,33200,28077,31631,33429,32264,32553,32947,35366,31673,31763,31438,28680,28219,31144,31903,29851,32161,28795,31960
32453,31177,32083,29822,31304,31113,29107,32364,31845,32144,31484,32724,29353,29822,35196,29096,33914,34704,33217,31537,31683,30905,31260,30151,29523,34203,30959,31971,31941,31319,29192,29140,30333,29935,31879,30966,29213,31515,36184,30322,31242,32032,31856,31943,33361,31111,32362,31339,32820,28744,34374,31737,32463,29985,32676,31479,30711,31602,30356,30429,32637,32450,29534,30273,31632,33310,31046,29341,31422,29602,37502,31891,28654,29046,34139,37594,30775,31625,29861,31983,33150,30651,33257,28098,31697,33473,32323,32561,32985,35390,31717,31814,31438,28727,28222,31285,31954,29867,32325,28894,32039
32543,31205,32111,29855,31314,31116,29143,32367,31854,32224,31500,32894,29410,29846,35215,29134,33934,34892,33278,31652,31725,30964,31301,30245,29647,34208,30968,32017,31970,31458,29217,29546,30357,30038,31913,31051,29263,31519,36207,30324,31260,32051,31914,31975,33372,31175,32381,31377,32841,28805,34401,31784,32557,30068,32728,31515,30767,31679,30372,30550,32784,32457,29538,30516,31769,33364,31079,29381,31473,29626,37544,31968,28659,29136,34274,37596,30830,31647,29865,32069,33195,30666,33284,28137,31697,33571,32402,32628,33043,35406,31730,31886,31511,28776,28249,31314,31987,29868,32455,29003,32143
32592,31222,32181,29915,31315,31381,29240,32473,31862,32328,31506,32994,29432,29874,35316,29194,33953,35028,33291,31762,31773,30982,31343,30347,29696,34227,30997,32060,31998,31546,29242,29768,30437,30067,31919,31091,29398,31532,36219,30361,31290,32074,31932,31982,33396,31205,32410,31423,32859,28904,34431,31798,32655,30106,32770,31544,30803,31713,30385,30694,32873,32481,29545,30621,31881,33409,31194,29406,31572,29757,37608,32017,28707,29216,34365,37632,30863,31685,29868,32129,33283,30718,33322,28216,31757,33659,32455,32753,33080,35511,31764,32002,31523,28818,28310,31334,32079,29885,32478,29067,32208
32640,31254,32317,29989,31318,31573,29261,32528,31910,32462,31523,33149,29472,29885,35425,29248,34010,35071,33312,31862,31857,30986,31373,30437,29713,34228,31004,32151,32143,31598,29243,30162,30617,30070,31922,31100,29518,31564,36257,30375,31321,32075,31957,31983,33448,31243,32458,31464,32880,28998,34460,31855,32723,30130,32831,31553,30833,31757,30386,30840,32981,32561,29556,30676,31896,33430,31398,29428,31639,29881,37672,32050,28750,29247,34413,37687,31123,31783,29899,32197,33285,30812,33344,28279,31803,33773,32500,32918,33136,35599,31788,32144,31535,28861,28386,31337,32080,29910,32517,29076,32210
32695,31281,32414,29996,31366,31686,29283,32556,31986,32623,31549,33277,29494,29966,35567,29252,34090,35104,33341,31930,32001,31091,31441,30541,29838,34245,31006,32294,32221,31639,29292,30440,30679,30073,31952,31110,29557,31715,36287,30386,31386,32149,32003,32041,33540,31327,32498,31472,32881,29017,34517,31941,32737,30135,32954,31572,30868,31770,30424,30981,33081,32574,29571,30686,31965,33492,31547,29477,31717,29966,37776,32200,28770,29251,34459,37711,31280,31842,29906,32255,33300,30877,33346,28306,31803,33787,32555,33033,33168,35620,31867,32310,31542,28888,28429,31352,32099,29969,32584,29116,32247
32807,31318,32563,30065,31417,31712,29322,32608,32081,32746,31652,33380,29516,30039,35662,29268,34191,35159,33351,32063,32129,31272,31499,30623,29900,34330,31014,32444,32223,31665,29332,30562,30785,30082,31973,31156,29602,31854,36343,30424,31453,32278,32058,32048,33659,31355,32509,31474,32890,29051,34638,32123,32746,30145,33024,31616,30940,31781,30487,31088,33205,32615,29638,30725,32033,33565,31626,29515,31764,30045,37888,32338,28792,29293,34526,37786,31295,31893,29913,32263,33330,30917,33411,28362,31868,33790,32603,33098,33229,35662,31999,32422,31563,28948,28471,31382,32108,30057,32643,29142,32266
32974,31321,32714,30091,31484,31743,29386,32687,32088,32838,31678,33453,29519,30147,35726,29289,34358,35174,33393,32192,32236,31345,31518,30686,29913,34422,31150,32581,32244,31700,29390,30581,31007,30182,32008,31294,29658,31934,36378,30425,31496,32412,32072,32094,33701,31440,32511,31482,32916,29118,34749,32236,32825,30197,33039,31623,31011,31791,30566,31160,33313,32644,29676,30788,32122,33683,31637,29537,32050,30108,37996,32477,29002,29301,34588,37805,31553,31905,29958,32315,33350,30943,33465,28444,31882,33809,32615,33107,33271,35746,32130,32551,31582,29022,28523,31394,32173,30115,32694,29190,32269
33064,31334,32847,30116,31608,31793,29418,32782,32125,32909,31704,33530,29570,30244,35796,29323,34497,35211,33439,32242,32356,31383,31584,30726,29995,34494,31232,32663,32247,31704,29481,30612,31138,30240,32021,31410,29663,32025,36392,30461,31539,32559,32082,32134,33705,31604,32535,31551,32953,29196,34839,32297,32944,30290,33063,31627,31082,31863,30573,31207,33444,32659,29698,30791,32165,33752,31678,29548,32233,30111,38050,32545,29128,29320,34645,37896,31554,31998,30092,32349,33397,30946,33485,28510,31900,33814,32921,33126,33281,35889,32230,32655,31583,29083,28615,31427,32204,30124,32713,29254,32270
33086,31372,32993,30170,31680,31899,29456,32837,32155,32940,31718,33554,29607,30348,35893,29367,34573,35275,33499,32269,32415,31424,31644,30745,30061,34516,31244,32715,32254,31744,29484,30708,31196,30335,32035,31438,29727,32055,36425,30492,31542,32633,32116,32178,33732,31787,32541,31605,32981,29266,34913,32306,33059,30345,33103,31680,31206,31963,30609,31254,33570,32681,29820,30805,32205,33762,31694,29580,32311,30129,38135,32605,29159,29371,34702,37960,31589,32080,30145,32396,33428,31119,33553,28600,31907,33836,33184,33130,33290,36004,32330,32746,31605,29127,28733,31495,32232,30138,32752,29330,32302
33129,31422,33117,30183,31844,32014,29547,32838,32164,32949,31734,33565,29613,30392,35993,29376,34575,35344,33549,32274,32533,31470,31704,30781,30128,34526,31262,32758,32337,31841,29540,30865,31227,30456,32093,31566,29817,32172,36427,30497,31556,32725,32170,32243,33857,31828,32569,31678,33009,29358,34987,32353,33162,30376,33153,31715,31350,32071,30644,31420,33701,32720,29964,30805,32214,33802,31706,29619,32329,30178,38256,32740,29168,29455,34741,38006,31615,32192,30151,32489,33499,31261,33672,28649,31947,33850,33362,33136,33302,36036,32446,32821,31611,29142,28868,31527,32256,30147,32797,29436,32342
33253,31427,33251,30197,31989,32082,29656,32841,32188,32996,31755,33625,29643,30480,36022,29427,34578,35404,33586,32306,32689,31578,31778,30788,30190,34573,31455,32789,32384,31964,29593,31014,31237,30585,32156,31713,29857,32285,36477,30504,31769,32747,32236,32309,33904,31859,32583,31749,33051,29412,35007,32394,33229,30383,33362,31803,31473,32110,30782,31500,33777,32795,30074,30821,32248,33877,31782,29672,32349,30209,38347,32842,29213,29471,34818,38029,31701,32292,30208,32539,33519,31397,33793,28665,31988,33884,33480,33218,33388,36084,32532,32926,31672,29154,28924,31582,32273,30168,32842,29462,32397
33262,31444,33389,30207,32163,32133,29749,32854,32220,33048,31776,33703,29701,30581,36089,29462,34607,35415,33626,32319,32859,31671,31798,31059,30262,34574,31598,32824,32449,32044,29633,31156,31248,30666,32163,31836,29883,32457,36574,30537,31917,32784,32392,32333,33955,31862,32627,31797,33132,29437,35058,32441,33245,30433,33448,31877,31607,32114,30882,31582,33841,32865,30172,30839,32307,33974,31836,29719,32394,30241,38369,32929,29270,29737,34906,38030,31765,32361,30230,32597,33521,31439,33834,28669,32004,33908,33586,33316,33470,36275,32637,32998,31808,29156,28931,31596,32328,30171,32904,29499,32454
33288,31608,33526,30248,32295,32216,29811,32854,32238,33052,31791,33820,29741,30656,36344,29570,34693,35435,33659,32324,32990,31752,31830,31208,30368,34592,31704,32902,32474,32098,29701,31265,31251,30744,32201,31885,29947,32631,36600,30566,31962,32845,32537,32370,33997,31896,32697,31840,33173,29548,35101,32443,33249,30511,33454,31879,31740,32134,30983,31658,33944,32887,30274,30890,32394,34023,31960,29721,32483,30254,38385,32986,29294,29974,34911,38051,31868,32432,30242,32614,33566,31583,33881,28686,32048,34009,33721,33405,33556,36422,32689,33087,31909,29158,28978,31612,32383,30184,32928,29506,32469
33327,31658,33621,30281,32380,32271,29811,32876,32247,33129,31812,33888,29779,30752,36467,29575,34806,35483,33679,32335,33028,31839,31908,31247,30428,34664,31773,32992,32499,32205,29862,31318,31257,30832,32287,31896,30003,32778,36622,30610,31982,32901,32628,32585,34138,31954,32735,31924,33180,29685,35145,32777,33291,30529,33465,31880,31908,32156,31038,31746,33948,32931,30378,30891,32433,34032,32002,29770,32536,30355,38393,32987,29320,30109,34913,38053,31938,32509,30255,32670,33600,31733,33974,28797,32077,34157,33840,33485,33636,36524,32718,33377,32003,29168,29086,31625,32499,30214,32992,29530,32520
33364,31844,33675,30366,32467,32326,29838,32891,32258,33248,31819,33921,29832,30831,36501,29625,34857,35559,33700,32344,33034,31875,31986,31276,30439,34696,31804,32999,32516,32298,29982,31356,31283,30950,32327,31902,30146,32922,36657,30654,32010,32942,32644,32738,34277,31971,32735,32027,33181,29870,35184,33088,33307,30541,33505,31896,32075,32157,31067,31878,34001,32987,30462,30918,32447,34090,32065,29827,32596,30410,38448,33001,29425,30128,34937,38074,31982,32573,30301,32720,33610,31851,34183,28828,32139,34365,33962,33564,33677,36603,32803,33609,32093,29184,29184,31649,32500,30268,33065,29550,32577
33381,32011,33677,30418,32554,32420,29856,32894,32290,33370,31853,33984,29868,30921,36523,29728,34943,35655,33701,32386,33034,31918,32051,31338,30478,34718,31879,33009,32521,32406,30054,31377,31289,31041,32347,32109,30265,33019,36673,30684,32099,33322,32810,32838,34367,32002,32765,32113,33224,30018,35204,33301,33325,30561,33589,31933,32170,32165,31092,32003,34035,32995,30522,30952,32473,34168,32072,30000,32601,30433,38508,33024,29478,30135,34944,38255,31996,32640,30307,32786,33666,31870,34313,28852,32249,34465,34086,33670,33688,36721,32890,33760,32142,29210,29217,31704,32544,30318,33161,29635,32620
33469,32105,33723,30422,32632,32463,29870,32901,32294,33460,31882,34046,29982,30958,36537,29774,34975,35711,33724,32427,33054,31930,32101,31488,30520,34770,31939,33039,32532,32467,30156,31401,31293,31062,32367,32298,30351,33048,36689,30701,32112,33611,32863,32890,34430,32010,32803,32147,33239,30124,35205,33462,33388,30588,33686,32077,32228,32177,31119,32062,34055,33019,30574,30972,32524,34246,32116,30211,32630,30474,38540,33039,29507,30196,34975,38359,32013,32676,30337,32801,33702,31883,34357,28877,32311,34494,34208,33801,33709,36809,33037,33878,32232,29275,29234,31773,32624,30442,33240,29735,32680
33581,32183,33774,30494,32806,32467,29896,32966,32339,33653,31892,34109,30097,31021,36579,29784,35003,35777,33790,32469,33140,31982,32135,31581,30525,34843,32031,33048,32552,32485,30244,31476,31375,31116,32398,32475,30433,33356,36698,30741,32184,33763,32872,32987,34543,32188,32822,32175,33242,30184,35266,33592,33477,30622,33749,32242,32236,32186,31125,32154,34125,33073,30817,31030,32566,34285,32156,30405,32664,30535,38553,33083,29511,30247,34978,38371,32043,32749,30421,32828,33732,31889,34417,28884,32446,34516,34352,33803,33751,36877,33144,34050,32359,29277,29304,31799,32699,30575,33240,29812,32753
